seq	headword	page	best_source_file	best_backup_seq	best_backup_headword	best_match_type	candidate_count	snippet
372	搭	102	0251-0500.md	374	搭配	heading_contains	10	## 0374. 搭配  - ピンイン: dā pèi - 例文:   - 他穿衣服狼会搭配。   - 他吃仮吋肉和蔬菜搭配着吃。   - 遠丙小 詞落不搭配，不能放在一起説。   - 我穿迄件上衣，搭配那条稗子好 看。   - 他価搭配得ｲ艮好，取得了阿球双打冠隼。   - 他穿的衣服狼搭配。   - 遠些字有大有小，看起来不搭配。   - 迄 几秤顔色非常搭配，星得十分自然。   - 地身体的比例有些不搭配。 - 例文ピンイン:   - tā chuān yī fú lá
373	搭档	102				example_contains	0	
379	打官司	104				example_contains	0	
380	打击	104	0001-0250.md	76	卑鄙	example_contains	14	## 0076. 卑鄙  - ピンイン: bēibǐ - 例文:   - 我不会做那种卑鄙的事。   - 他诬陷别人，简直太卑鄙了。   - 他用卑鄙的手段打击别人。   - 我不可能跟这样卑鄙的人成为朋友。   - 他这种卑鄙的行为引起了大家的愤恨。 - 例文ピンイン:   - wǒ bú huì zuò nà zhǒng bēibǐ de shì.   - tā wūxiàn biérén, jiǎnzhí tài bēibǐ le.   - tā yòng bēibǐ 
383	打猎	105	0001-0250.md	198	采集	example_contains	1	## 0198. 采集  - ピンイン: cǎijí - 例文:   - 他采集了很多植物标本。   - 我采集了一些石头的样本回来。   - 他利用网络采集了大量销售信息。   - 在古代，一般妇女负责采集果实，男人负责打猎。   - 他到处去采集民歌，回来后整理、创作。 - 例文ピンイン:   - tā cǎijí le hěn duō zhíwù biāoběn.   - wǒ cǎijí le yìxiē shítou de yàngběn huí lái.   - 
384	打仗	105				example_contains	0	
387	大伙儿	106				example_contains	0	
388	大厦	106	2251-2500.md	2025	物业	example_contains	7	## 2025. 物业  - ピンイン: wùyè - 例文:   - 我们小区的物业管理公司很负责任   - 水管坏了，可以找物业部门维修   - 大厦的物业管理很规范，业主们都很放心   - 物业刚才催我们交物业费了   - 这个小区的居民都很信赖管理小区的物业，有事经常找他们帮忙 - 例文ピンイン:   - wǒ men xiǎo qū de wù yè guǎn lǐ gōng sī hěn fù zé rèn   - shuǐ guǎn huài le， kě yǐ
389	大肆	107				example_contains	0	
390	大体	107				example_contains	0	
393	歹徒	108	0001-0250.md	66	报警	example_contains	1	## 0066. 报警  - ピンイン: bàojǐng - 例文:   - 出事儿了，快报警！   - 我们已经报警了，警察马上就到。   - 一旦发生危险，请你们立刻报警。   - 公安局接到群众报警后，迅速作出了反应。   - 看到歹徒手里拿着刀，他毫不犹豫地报了警。   - 这对小夫妻争吵不断，有时候还大打出手，为此他们还报过两次警。 - 例文ピンイン:   - chū shìr le, kuài bàojǐng!   - wǒmen yǐjīng bàojǐng l
395	代理	108				example_contains	0	
408	当代	112	0501-0750.md	601	复興	example_contains	6	## 0601. 复興  - ピンイン: fù xìng - 例文:   - 〈幼〉（事物）衰落后又重新央盛起来   - 我ｲil迄一代担负着民族夏共的重要任券   - 要想実現民族夏共，必   - 领友展科技。’＠他希望自己的国家再度夏共   - 他決心辻京刷乞木在   - 当代夏共   - 如果能夏共遠些古老的侍銃，ヌ寸子文化保鈩有重要意又 - 例文ピンイン:   - 〈 yòu 〉（ shì wù ） shuāi luò hòu yòu chóng xīn yāng s
412	当务之急	113				example_contains	0	
419	导航	114				example_contains	0	
426	得不偿失	116				example_contains	0	
434	等候	118				example_contains	0	
436	瞪	119				example_contains	0	
437	堤坝	119				example_contains	0	
456	雕刻	124	2501-2750.md	2329	玉	example_contains	1	## 2329. 玉 - ピンイン: yù - 例文:   - 这块白玉产自新疆，价格非常高。   - 他的业余爱好就是收藏各种各样的玉。   - 这匹马是用玉雕刻成的。   - 有的人认为身上戴玉可以让皮肤更有光泽。 - 例文ピンイン:   - zhè kuài bái yù chǎn zì xīn jiāng ， jià gé fēi cháng gāo 。   - tā de yè yú ài hào jiù shì shōu cáng gè zhǒng gè yàng
458	吊	125	0501-0750.md	720	钩子	example_contains	12	## 0720. 钩子  - ピンイン: gōu zi - 例文:   - ＜名〉愚桂奈西用的一端弩曲的用具   - 休把衣服桂在钩子上p巴。’＠蝿子栓在了一介钩子上   - 子吊起了遠袋小麦   - 牟的后面有卜大钩子 - 例文ピンイン:   - ＜ míng 〉 yú guì nài xī yòng de yī duān nǔ qū de yòng jù   - xiū bǎ yī fú guì zài gōu zi shàng p bā 。’＠ yíng zi shuā
459	调动	125	3001-3250.md	2533	周转	example_contains	3	## 2533. 周转  - ピンイン: zhōu zhuǎn(zhōu zhuǎn) - 例文:   - 这家工厂缺乏资金，已经无法周转了。1半年内，那笔资金已   - 经周转了三个来回。   - 我们的科研经费周转速度一般是很慢的。1   - 我们应当加快资金周转，创造更大效益。   - 周转不起来。   - 调动开支或轮流使用物品   - 货物周转到他们那里，被耽搁了一段时间。 - 例文ピンイン:   - zhè jiā gōng chǎng quē fá zī jīn
460	跌	125				example_contains	0	
462	叮嘱	126				example_contains	0	
463	盯	126				example_contains	0	
466	丢人	127				example_contains	0	
467	丢三落四	127				example_contains	0	
468	东道主	127	2751-3000.md	2503	致辞致辟zhlV/	example_contains	4	## 2503. 致辞致辟zhlV/  - ピンイン: zhì cí zhì pì - 例文:   - 开学典礼上，校长代表老师们做了致辞   - 国际奥委会主席致辞，对东道主表乎感谢。毕业邸天，班长代表我们向老师致辞。！公司举办新产品发市会，总经理首先致欢迎辞。1今天的大会，请你先致开源峰 - 例文ピンイン:   - kāi xué diǎn lǐ shàng xiào zhǎng dài biǎo lǎo shī men zuò le zhì cí   - guó jì 
469	东张西望	128				example_contains	0	
486	督促	133				example_contains	0	
487	毒品	133	0251-0500.md	461	蚕品	example_contains	5	## 0461. 蚕品  - ピンイン: cán pǐn - 例文:   - 珍惜生命，逸高毒品。   - 他染上了汲食毒品的悪刃。   - 他因力 販巽参品而被捕入状了。   - 警察圦他身上捜出了大量毒品。   - 青 少年千万不要沽染毒品。 - 例文ピンイン:   - zhēn xī shēng mìng ， yì gāo dú pǐn.   - tā rǎn shàng le jí shí dú pǐn de è rèn.   - tā yīn lì   fàn xù
488	独裁	133	1501-1750.md	1690	要充分友栃民主	example_contains	1	## 1690. 要充分友栃民主  - ピンイン: yàochōngfènyǒulìmínzhǔ - 例文:   - 一介人决定   - 领寻作瓜要力求民主，不要槁独裁寺制   - 逮次会汲升得ｲ良民主，大家都狼満意 - 例文ピンイン:   - yījièrénjuédìng   - lǐngxúnzuòguāyàolìqiúmínzhǔ，búyàogǎodúcáisìzhì   - dǎicìhuìjíshēngdéｲliángmínzhǔ，dàjiādōulángmǎny
489	堵塞	134				example_contains	0	
490	赌博	134	0501-0750.md	514	堕落	example_contains	2	## 0514. 堕落  - ピンイン: duòluò - 例文:   - 他从一名劳动模范堕落成了一个罪犯。   - 他的思想堕落了，越来越腐化堕落。   - 真没想到，他会堕落到天天赌博的地步。   - 三年前他就走上了堕落的道路。   - 你这样堕落下去肯定不行，劝你及时回头。 - 例文ピンイン:   - tā cóng yī míng láodòng mófàn duòluò chéng le yí gè zuìfàn.   - tā de sīxiǎng duòlu
491	杜绝	134	3501-3750.md	1743	事故	example_contains	1	## 1743. 事故  - ピンイン: shìgù - 例文:   - ＠迄起火夷事故的原因己姪查清楚 了。   - ’e工r要减少甚至杜绝重大事故友生。   - 有美领号立即到迭了现场。 - 例文ピンイン:   - ＠qìqǐhuǒyíshìgùdeyuányīnjǐzhícháqīngchǔ le。   - ’egōngryàojiǎnshǎoshènzhìdùjuézhòngdàshìgùyǒushēng。   - yǒuměilǐnghàolìjídàodiélex
492	端	134	0251-0500.md	520	而己	example_contains	21	## 0520. 而己  - ピンイン: ér jǐ - 例文:   - 我不辻随便説説而己，作別当真。   - 我成端不太好，只是第六 名而巳。   - 他没別的目的，元非是想多嫌点ル銭而己。   - 遠部手 机不辻几百決銭而己。   - 我只是想想而己，迩没最后決定。 - 例文ピンイン:   - wǒ bù shí suí biàn shuō shuō ér jǐ ， zuò bié dàng zhēn.   - wǒ chéng duān bù tài hǎo ， zh
493	端午节	135				example_contains	0	
494	端正	135				example_contains	0	
495	短促	135				example_contains	0	
496	断定	136				example_contains	0	
497	断断续续	136				example_contains	0	
498	断绝	136				example_contains	0	
499	堆积	136				example_contains	0	
500	队伍	137	0501-0750.md	798	合成	example_contains	21	## 0798. 合成  - ピンイン: hé chéng - 例文:   - 这两支队伍合成了一支。   - 很多条小河合成了这条大河。   - 这个汉字是由两部分合成的。   - 他们组织起来，合成了一股强大的力量。   - 他们用几种物质合成了一种新型的建筑材料。   - 这块地基本不使用人工合成化肥。 - 例文ピンイン:   - zhè liǎng zhī duì wǔ hé chéng le yī zhī 。   - hěn duō tiáo xiǎo hé hé 
501	对策	137				example_contains	0	
502	对称	137				example_contains	0	
503	对付	138				example_contains	0	
504	对抗	138				example_contains	0	
505	对立	138	2751-3000.md	2790	争议争录	example_contains	1	## 2790. 争议争录  - ピンイン: zhēng yì zhēng lù - 例文:   - 关于沙漠治理方案，专家们热烈地争议着   - 淡到具体的分配办法，双方争议起来了   - 大家对地球变暖的原因争议了很长时间   - 他提出的这个问题引起了大家的争议。名争论中的不一致或相对立的意见在分配的问题上，双方的争议很多   - 你们之间的争议应尽早解决。两个合作单位之阔存在着不少争议。关于贸易同题，两国之间没有任何的争议   - 这个球怎么判，双方有争议。682.私
506	对联	138				example_contains	0	
507	对应	139				example_contains	0	
508	对照	139	0001-0250.md	73	曝光	example_contains	1	## 0073. 曝光  - ピンイン: bàoguāng - 例文:   - 底片完全曝光了，不能用了。   - 照相时曝光时间要掌握好。   - 曝光速度对照片效果有很大影响。   - 那个明星吸毒的事情被曝光了。   - 他害怕被曝光，所以不敢说实话。   - 那个官员贪污腐败的事情已经被曝光了。   - 记者把这伙人公款旅游的事情曝光了。 - 例文ピンイン:   - dǐpiàn wánquán bàoguāng le, bù néng yòng le.   - zh
509	兑换	139	0751-1000.md	886	货币	example_contains	5	## 0886. 货币  - ピンイン: huòbì - 例文:   - 中国实行稳健的货币政策。   - 最近这个国家的货币贬值了。   - 不同国家之间的货币可以兑换。   - 美元是全世界可以流通的货币。   - 这几个国家使用的是同一种货币。 - 例文ピンイン:   - zhōng guó shí xíng wěn jiàn de huò bì zhèng cè。   - zuì jìn zhè ge guó jiā de huò bì biǎn zhí le。   
510	兑现	140				example_contains	0	
511	顿时	140	0751-1000.md	829	呼啸	example_contains	3	## 0829. 呼啸  - ピンイン: hūxiào - 例文:   - 大风呼啸了一个晚上。   - 火车正在呼啸着前进。   - 呼啸的子弹从他头顶上飞过。   - 海上传来巨大的呼啸声。   - 消防车、警车在大街上呼啸而过，顿时气氛紧张起来。 - 例文ピンイン:   - dà fēng hū xiào le yí gè wǎn shàng。   - huǒ chē zhèng zài hū xiào zhe qián jìn。   - hū xiào de zǐ d
525	发呆	144				example_contains	0	
535	法人	147	1751-2000.md	1577	取缔	example_contains	1	## 1577. 取缔  - ピンイン: qǔ dì - 例文:   - 他们取缔了那些非法摊位。   - 他所在的组织后来被取缔了。   - 有关部门取缔了十多家涉嫌欺骗消费者的旅行社。对那些没有合格证的食品工厂要坚决取缔。执法人员对非法捕鱼的机构予以了取缔。 - 例文ピンイン:   - tā men qǔ dì le nà xiē fēi fǎ tān wèi。   - tā suǒ zài de zǔ zhī hòu lái bèi qǔ dì le。   - yǒu 
536	番	147	0251-0500.md	382	打量	example_contains	17	## 0382. 打量  - ピンイン: dǎ liàng - 例文:   - 他打量着来人，一句活也不沈。   - 娼娼打量了我半天，好像不圦 択一祥。   - 核子好奇地打量看客人。   - 他看了我的征件，又仔如 打量了打量，オ辻我辻去。   - 地打量了女婿一番，感到非常満意。 - 例文ピンイン:   - tā dǎ liàng zhe lái rén ， yī jù huó yě bù shěn.   - chāng chāng dǎ liàng le wǒ bàn
565	防治	155	3501-3750.md	1793	水利	example_contains	1	## 1793. 水利  - ピンイン: shuǐlì - 例文:   - 〈名＞対水力姿源的利用和対水爽的防治的事血 ①远是古代一额著名的水利工程。   - 曾姪大修水利。   - 国家保征了衣土生戸。   - 水利是衣止友展的重 要保征。   - 各扱政府都非常注意水利的升友和利用。 - 例文ピンイン:   - 〈míng＞duìshuǐlìzīyuándelìyònghéduìshuǐshuǎngdefángzhìdeshìxuè ①yuǎnshìgǔdàiyīézhù
570	放手	156	1251-1500.md	1340	""""	example_contains	2	"## 1340. ""  - ピンイン: "" - 例文:   - 我把螺竺狩游去了   - 清帯我把远小水允失狩升   - 道小瓶孟我狩不升   - 他使効狩千了毛巾   - 作再蒲我一特别洗辻的衣服。用手指央住皮肉使効JL他狩了我一下，恨痒   - 不要狩弦子的耳朱   - 他軽軽地狩了狩猿子的鼻子   - 休狩癖我了，快放手！384宇肯宇思担特锤9 - 例文ピンイン:   - wǒ bǎ luó zhú shòu yóu qù le   - qīng dài wǒ bǎ y"
577	诽谤	158				example_contains	0	
581	沸腾	160				example_contains	0	
582	分辨	160	1001-1250.md	976	鉴别	example_contains	1	## 0976. 鉴别  - ピンイン: jiàn bié - 例文:   - く幼＞通进汎察，分辨好坏、真假 ③通进実騒，他婆別出了河水中的三十多秤物履。   - 用燃焼的亦 法，能筌別衣服的材料是不是羊毛的。   - 考家正在婆別这決玉的真 假｡￨④姪进叔威机杓的婆別，速是一張假画｡￨⑤我ｲl､]桟人婆別进了， 遠是̲明代的作品。 - 例文ピンイン:   - く yòu ＞ tōng jìn fàn chá ， fēn biàn hǎo huài 、 zhēn jiǎ  
583	分寸	160				example_contains	0	
584	分红	160				example_contains	0	
585	分解	161				example_contains	0	
586	分裂	161	0001-0250.md	83	背叛	example_contains	8	## 0083. 背叛  - ピンイン: bèipàn - 例文:   - 他背叛了自己的祖国。   - 我从来没想到他会背叛我们。   - 他早就背叛了这支队伍，向敌人投降了。   - 有位名人说过，忘记历史就意味着背叛。   - 他背叛民族、分裂祖国的图谋是不会得逞的。   - 他宁死也不会背叛自己的信仰。 - 例文ピンイン:   - tā bèipàn le zìjǐ de zǔguó.   - wǒ cónglái méi xiǎngdào tā huì bèipàn
587	分泌	161				example_contains	0	
591	分手	163	2001-2250.md	1782	树立	example_contains	5	## 1782. 树立  - ピンイン: shù lì - 例文:   - 一神技木 ①昨晩老張和在美国的ル子遊行了祝頻通活。   - 現在大部分手 ’ - 例文ピンイン:   - yī shén jì mù  ① zuó wǎn lǎo zhāng hé zài měi guó de ル zi yóu xíng le zhù pín tōng huó 。   - xiàn zài dà bù fèn shǒu  ’ 
597	分量	164				example_contains	0	
602	风暴	166				example_contains	0	
603	风度	166				example_contains	0	
604	风光	166	0001-0250.md	164	不屑一顾	example_contains	6	## 0164. 不屑一顾  - ピンイン: bùxièyīgù - 例文:   - 他对于老师提出的要求不屑一顾。   - 如果以欺骗的手段获得名誉，我真的不屑一顾。   - 他最不屑一顾的就是这些表面的风光。   - 他对这些过时的样式完全不屑一顾。   - 他那种不屑一顾的样子让我很生气。   - “作者根本不会画画儿”，他不屑一顾地评论着。 - 例文ピンイン:   - tā duìyú lǎoshī tíchū de yāoqiú bùxièyīgù.   - rúg
612	锋利	169	0751-1000.md	972	剑	example_contains	1	## 0972. 剑  - ピンイン: jiàn - 例文:   - 这把剑非常锋利。   - 古时候那些侠客喜欢带剑出行。   - 他从小就喜欢刀、剑这类的东西。   - 他练功夫的时候，专门学的是剑。   - 弟弟很喜欢看舞剑表演，觉得非常刺激。 - 例文ピンイン:   - zhè bǎ jiàn fēi cháng fēng lì。   - gǔ shí hòu nà xiē xiá kè xǐ huān dài jiàn chū xíng。   - tā cóng x
613	峰	169	0501-0750.md	664	高峰	example_contains	15	## 0664. 高峰  - ピンイン: gāo fēng - 例文:   - <名〉①高的山峰   - 他己姪到迭了山的高峰   - 珠穆朗渇峰是世界第一高峰   - ｲl.1順利地登上了迄座山的高峰   - 没有人到迭辻遠座山的高峰   - 比愉事物友展的預点   - 交通早晩高峰的吋候，速里非常堵   - 那小吋期是他事止的高峰 - 例文ピンイン:   - < míng 〉① gāo de shān fēng   - tā jǐ zhí dào dié le shān 
615	夫妇	170				example_contains	0	
618	服从	170	0001-0250.md	195	裁判	example_contains	10	## 0195. 裁判  - ピンイン: cáipàn - 例文:   - 他现在是一名专业的足球裁判。   - 这场比赛有三名裁判。   - 你们别争了，都听裁判的。   - 在比赛中运动员要服从裁判判罚。   - 这场球他裁判得很公正。   - 我们请竞赛委员会来裁判一下。   - 他裁判完了整场比赛。   - 这名裁判裁判得有问题，我们提出了申诉。 - 例文ピンイン:   - tā xiànzài shì yì míng zhuānyè de zúqiú cáipàn.
619	服气	171				example_contains	0	
620	俘虏	171				example_contains	0	
621	符号	171	0501-0750.md	654	公式	example_contains	3	## 0654. 公式  - ピンイン: gōng shì - 例文:   - ＜名＞①用数学符号或文字表示几介量之   - 司的美系的式子   - ⑪我ｲn列介公式就能解決速小'可題   - 這今数学公式我己姪忘妃   - 我ｲﾛ学了恨多化学公式｡   - 迭道題用公式汁算就会筒羊根多   - 淀指ﾇ寸同美事物普遍造用的方式、方法   - ⑪公司制定了公式化的管理体制 - 例文ピンイン:   - ＜ míng ＞① yòng shù xué fú hào huò wén z
622	幅度	171	2501-2750.md	2362	杂交	example_contains	2	## 2362. 杂交 - ピンイン: zájiāo - 例文:   - 马跟驴杂交，生出了骤子。两种水果杂交，产生一种新的水果。   - 这些新杂交的品种比以前增产不少。   - 去年杂交的水稻大幅度增产。 - 例文ピンイン:   - mǎ gēn lǘ zá jiāo ， shēng chū le zhòu zi 。 liǎng zhǒng shuǐ guǒ zá jiāo ， chǎn shēng yī zhǒng xīn de shuǐ guǒ 。   - zhè x
623	辐射	172				example_contains	0	
624	福利	172	0751-1000.md	898	基金	example_contains	7	## 0898. 基金  - ピンイン: jījīn - 例文:   - 我们正在为大楼筹集建设基金。   - 他申请到了一笔科研基金。   - 这是一笔专门用于教育的基金。   - 我们获得了一笔发展基金，用于残疾人福利事业。   - 我们要使用好这笔基金，并建立严格的监督制度。 - 例文ピンイン:   - wǒ men zhèng zài wèi dà lóu chóu jí jiàn shè jī jīn。   - tā shēn qǐng dào le yī bǐ k
625	福气	172				example_contains	0	
627	抚养	173				example_contains	0	
628	俯视	173				example_contains	0	
632	腐蚀	174	0751-1000.md	947	坚固	example_contains	1	## 0947. 坚固  - ピンイン: jiāngù - 例文:   - 那座桥非常坚固，已经使用一百多年了。   - 他们把房子修得特别坚固。   - 屋子周围修了一道坚固的石墙。   - 再坚固的堡垒我们也要攻破。   - 大理石虽然很坚固，但很容易受到酸的腐蚀。   - 这段长城工程坚固得很，是中国重要的文化建筑。 - 例文ピンイン:   - nà zuò qiáo fēi cháng jiān gù， yǐ jīng shǐ yòng yì bǎi duō nián
634	负担	175	0501-0750.md	596	负槍	example_contains	4	## 0596. 负槍  - ピンイン: fù qiāng - 例文:   - ＜名＞承受的圧力或担当的責任   - i ④他現在的家庭负担狼重   - 我想打工交学欝，威軽家里的负   - 考慮到自己的姪沸负担，他不想芙太贵的房子   - 都呼ﾛﾁ威軽弦子ｲi]的深上负担   - 作思想上有什公负担，也可以告   - <劫＞承担（費用、責任等）   - 進公責的房子我负担不起 - 例文ピンイン:   - ＜ míng ＞ chéng shòu de yā lì huò dā
635	附和	175				example_contains	0	
645	覆盖	178	0501-0750.md	559	方圆	example_contains	3	## 0559. 方圆  - ピンイン: fāngyuán - 例文:   - 这片风景区很大，方圆数十公里。   - 他的私人领地覆盖了方圆十几平方公里的范围。   - 远远望去，方圆几十里地荒无人烟。   - 这里方圆几百公里都是森林，交通不太方便。 - 例文ピンイン:   - zhè piàn fēng jǐng qū hěn dà ， fāng yuán shù shí gōng lǐ 。   - tā de sī rén lǐng dì fù gài le fāng
646	改良	179				example_contains	0	
647	钙	179	3751-4000.md	2582	坠	example_contains	1	## 2582. 坠  - ピンイン: zhuì - 例文:   - 他不小心从马上坠了下来。   - 一个热气球昨晚坠到海里了。   - 飞行员打开降落伞，从空中慢慢坠下。   - 听到楼上有东西坠下，他吓了一跳。   - （物体）一头挂住，二一头往下沉；下垂钙他登山的时候，腿上还坠了个沙包。   - 他把绳子拴在树上往下坠。   - 我的心里像坠了一块石头那么沉重。 - 例文ピンイン:   - tā bù xiǎo xīn cóng mǎ shàng zhuì le xi
648	盖章	179				example_contains	0	
650	干扰	180				example_contains	0	
652	干预	180				example_contains	0	
653	尴尬	180	1751-2000.md	1511	恰到好处	example_contains	2	## 1511. 恰到好处  - ピンイン: qià dào hǎo chù - 例文:   - 这段说明恰到好处，让人一看就明白。   - 他总是能恰到好处地处理各种关系。   - 他的批评真是恰到好处，既指出了问题，又不让别人尴尬。   - 他把问题处理得恰到好处。话说到这里恰到好处，不能再多说了。 - 例文ピンイン:   - zhè duàn shuō míng qià dào hǎo chù，ràng rén yī kàn jiù míng bái。   - tā z
656	干劲	181	3251-3500.md	2414	朝气蓬勃	example_contains	6	## 2414. 朝气蓬勃  - ピンイン: zhāoqìpéngbó - 例文:   - 青少年朝气蓬勃，像早晨八九点钟的太阳   - 那是一支朝气蓬勃的队伍，很有干劲儿   - 年轻人应该朝气蓬勃地面对生活   - 运动会让老教师们变得朝气蓬勃了 - 例文ピンイン:   - qīng shào nián zhāo qì péng bó， xiàng zǎo chén bā jiǔ diǎn zhōng de tài yáng   - nà shì yī zhī zhāo 
657	纲领	181				example_contains	0	
658	岗位	182	2251-2500.md	1861	提拔	example_contains	2	## 1861. 提拔  - ピンイン: tíbá - 例文:   - 经理提拔了一些有能力的大学生   - 这些年轻干部都是他提拔起来的   - 他把弟弟提拔到了重要岗位   - 最近几年，公司非常重视提拔技术人才   - 他这几年提拔得很快   - 大家都同意把老王提拔为经理 - 例文ピンイン:   - jīng lǐ tí bá le yī xiē yǒu néng lì de dà xué shēng   - zhè xiē nián qīng gàn bù dōu 
663	高潮	183				example_contains	0	
665	高考	184				example_contains	0	
668	高涨	184				example_contains	0	
669	稿件	185				example_contains	0	
671	告诫	185				example_contains	0	
672	疙瘩	185				example_contains	0	
673	鸽子	186				example_contains	0	
676	歌颂	187	0751-1000.md	828	呼唤	example_contains	1	## 0828. 呼唤  - ピンイン: hūhuàn - 例文:   - 他大声呼唤着：“小美一一一小美一一你在哪儿。   - ”。   - 临终之际，他不断呼唤着爱人的名字。   - 妈妈的咳嗽声，儿子觉得是呼唤自己的信号。   - 远处有人在呼唤救人，他们赶紧跑了过去。   - 战士们听到呼唤声，就像听到了命令一样。   - 发出号召（多用于抽象事物）经济的发展呼唤科学技术的发展。   - 这篇文章呼唤人们懂得感恩，希望人们对世界充满爱。   - 对真实性的追求、对人性
679	格式	187	2001-2250.md	1025	津津有味	example_contains	2	## 1025. 津津有味  - ピンイン: jīn jīn yǒu wèi - 例文:   - 我ｲ､需要筌汀一小名面合同。   - 会双的名面通知己姪皮下去 了。   - 送本お面坊双我巳姪看辻了。   - 遠秤税法是令面落言常用 的格式。   - 我ｲ   - ､]掌握了大量的弔面材料，到吋候会掌出来。 - 例文ピンイン:   - wǒ ｲ､ xū yào quán tīng yī xiǎo míng miàn hé tóng 。   - huì shuāng de m
681	隔离	188				example_contains	0	
682	个体	188	2251-2500.md	1974	维持	example_contains	1	## 1974. 维持  - ピンイン: wéichí - 例文:   - 我们要想办法维持当前的和平局势   - 维持社会稳定，是经济发展的前提   - 我们的粮食还可以维持一个月   - 没有水，生活就维持不下去了   - 他的生命维持不了多长时间了   - 如果能维持住目前的经营状况就很不错了   - 我们要学会维护自己的权利   - 全世界人民都在维护世界和平   - 他们采取各种办法，维护产品的信誉   - 大家的利益要靠大家来维护   - 每个公民都会维护自己国家
684	根深蒂固	189				example_contains	0	
685	根源	189	1251-1500.md	1496	起源	example_contains	3	## 1496. 起源  - ピンイン: qǐ yuán - 例文:   - 阿球起源子法国   - 狼多丈茜形式起源子芳幼   - 中国文化起源子五千年前   - 中挨砲迄功起源子英国   - 茶叶秤植最早起源子中国。名（事物）芦生的根源美子人美起源   - 可题有根多魂法   - 人i1迂没槁清楚逗秤文字的起源   - 途本名可以帯助我了解各干事物的起源迄商科迄幼的起源是相同的   - 培言的起源和人美的起源一祥久迄。気概気功块気色417 - 例文ピンイン:   - ā 
686	跟前	189				example_contains	0	
687	跟随	189				example_contains	0	
688	跟踪	190	0501-0750.md	528	发觉	example_contains	6	## 0528. 发觉  - ピンイン: fājué - 例文:   - 他发觉有人在跟踪他。   - 我发觉自己说错了话。   - 人如果做坏事，最怕被别人发觉。   - 我直到今天才发觉附近有个加油站。   - 当我走近他的时候，他并没有发觉。 - 例文ピンイン:   - tā fājué yǒu rén zài gēnzōng tā.   - wǒ fājué zìjǐ shuō cuò le huà.   - rén rúguǒ zuò huàishì, zuì pà
693	工艺品	191	0751-1000.md	925	技巧	example_contains	8	## 0925. 技巧  - ピンイン: jìqiǎo - 例文:   - 这座雕塑体现了雕塑家高超的技巧。   - 他的动作技巧性很强，得了高分。   - 这个工艺品制作技巧很精致。   - 我们还没学会这种技巧，做不成这么好的东西。 - 例文ピンイン:   - zhè zuò diāo sù tǐ xiàn le diāo sù jiā gāo chāo de jì qiǎo。   - tā de dòng zuò jì qiǎo xìng hěn qiáng， dé l
694	公安局	191	0001-0250.md	66	报警	example_contains	5	## 0066. 报警  - ピンイン: bàojǐng - 例文:   - 出事儿了，快报警！   - 我们已经报警了，警察马上就到。   - 一旦发生危险，请你们立刻报警。   - 公安局接到群众报警后，迅速作出了反应。   - 看到歹徒手里拿着刀，他毫不犹豫地报了警。   - 这对小夫妻争吵不断，有时候还大打出手，为此他们还报过两次警。 - 例文ピンイン:   - chū shìr le, kuài bàojǐng!   - wǒmen yǐjīng bàojǐng l
697	公关	192				example_contains	0	
700	公然	193				example_contains	0	
701	公认	193				example_contains	0	
702	公司	193	1751-2000.md	1955	公司确立了新的发展战略	heading_contains	413	## 1955. 公司确立了新的发展战略  - ピンイン: gōng sī què lì le xīn de fā zhǎn zhàn lüè - 例文:   - 我们已经确立了今后的工作重点。   - 这个地区进一步确立了农业的地位。   - 法制观念的确立，提高了人们的法律意识。   - 这种先进的观念是逐步确立起来的。 - 例文ピンイン:   - wǒ men yǐ jīng què lì le jīn hòu de gōng zuò zhòng diǎn。   - z
703	公务	193	3751-4000.md	2602	宗教	example_contains	4	## 2602. 宗教  - ピンイン: zōngjiào - 例文:   - 她的母亲信仰宗教。   - 道教是产生于中国的一种宗教。   - 国家保护正常的宗教活动。   - 人们有信仰宗教的自由。   - 办刊物的宗旨是为读者服务。   - 我们教育的宗旨是培养有道德、有能力的人才。   - 国家公务人员一定要牢记为人民服务的宗旨。   - 4这个协会以保护环境为主要宗旨。 - 例文ピンイン:   - tā de mǔ qīn xìn yǎng zōng jiào 。 
706	功课	194				example_contains	0	
707	功劳	194	2501-2750.md	2295	英勇	example_contains	2	## 2295. 英勇 - ピンイン: yīngyǒng - 例文:   - 战士们个个都很英勇。   - 他们英勇杀敌，立下了很多功劳。   - 这是一支非常英勇的部队，取得过无数的胜利。他这种英勇的气概值得我们学习。   - 在危险时刻，他表现出了英勇顽强的精神。   - 为了保卫国家，他英勇地牺牲了。 - 例文ピンイン:   - zhàn shì men gè gè dōu hěn yīng yǒng 。   - tā men yīng yǒng shā dí ， lì
709	攻击	195	0501-0750.md	542	反驳	example_contains	2	## 0542. 反驳  - ピンイン: fǎnbó - 例文:   - 我当时就反驳了他的错误观点。   - 对他的言论攻击，我们必须予以反驳。   - 对于这种说法，我立即做出了反驳。   - 他反驳时观点鲜明，有理有据，很多人都支持他。   - 如果没有人反驳的话，这个决议就算通过了。 - 例文ピンイン:   - wǒ dāngshí jiù fǎnbó le tā de cuòwù guāndiǎn.   - duì tā de yánlùn gōngjī, wǒme
710	攻克	195				example_contains	0	
721	构思	198				example_contains	0	
