source_file	seq	headword	page	sentence_no	sentence_clean
0501-0750.md	727	古怪	200	3	違身古怪的打扮引起了人ｲi]的注意
0501-0750.md	727	古怪	200	5	他的行力豆得ｲ艮古怪，我ｲ､都元
0501-0750.md	728	股东	200	3	遠件事他ｲﾛ不辻我辻'可
0501-0750.md	728	股东	200	5	休皮当辻l可一下他的生活，看看他有什玄
0501-0750.md	731	鼓动	201	3	我ｲﾛ鼓幼他一起去旅涛ﾛ巴
0501-0750.md	731	鼓动	201	4	我ｲl.]都鼓勃起来了
0501-0750.md	732	固然	201	8	使得不到我ｲ､也叔累了姪聡
0501-0750.md	733	固体	201	2	水的固体状悉是水。’＠人ｲ､常凡的金属都是固体的
0501-0750.md	734	固有	201	4	e迄片島均是我国的固有领土
0501-0750.md	748	惯例	205	3	返耕倣法不是我ｲ､的友明
0501-0750.md	748	惯例	205	5	作按照'備例処理迄件事就可以了。’＠我己姪打
0501-0750.md	748	惯例	205	7	我ｲl.]以前没有遠方面的惯例
0501-0750.md	749	灌溉	205	7	他ｲi]在叔扱想力､法ガ大潅淡面釈
0501-0750.md	750	罐	205	3	遠些炊料有瓶装的，有罐装的。’＠迄
0751-1000.md	751	光彩	206	2	速件衣服光彩鲜明。’＠速几件文物依然保存着当初的光彩
0751-1000.md	751	光彩	206	5	得冠卑是件根光彩的事情。’＠ル子考上了重点大学，蛤他膣上
0751-1000.md	753	光芒	206	3	大F日的光芒刺得他吟不升眼
0751-1000.md	754	光荣	207	1	光茉（光榮)gudngr6ng
0751-1000.md	754	光荣	207	5	保鈩坏境是一ｲ分ｲ艮光茉的工作
0751-1000.md	755	广阔	207	1	⑪富外是一片f-周的田野
0751-1000.md	755	广阔	207	4	在地球之外，是f-周元辺的大空世界
0751-1000.md	757	归还	207	2	⑪我会身上ﾘﾖ迩速些圏名。’＠我巳姪把自行牟ﾘﾖ逐姶他了
0751-1000.md	758	归纳	208	2	他ﾘﾖ幼了送朴現象戸生的几点原因。’＠大家的意几可以ﾘﾖ幼成
0751-1000.md	758	归纳	208	4	我ｲ､ﾘﾖ幼了旅涛需
0751-1000.md	759	规范	208	4	迭些制度规萢了人ｲl,]的行方
0751-1000.md	759	规范	208	6	我ｲ､以后要遊一歩规萢汽牟交
0751-1000.md	762	规章	209	2	⑪他吋r里的规章制度提出了改逃建汲
0751-1000.md	762	规章	209	4	他ｲ､的根告在制定政策和规章吋起到了重要作用
0751-1000.md	767	国防	210	7	ﾇ寸青少年皮咳加張国防教育，彊化他ｲl､]的国家塊念
0751-1000.md	768	国务院	211	4	我ｲil会依照国各院的精神処理遠起事故
0751-1000.md	769	果断	211	2	他処理同題非常果断。’＠司机果断珠下了刹牟，避免了事故友
0751-1000.md	769	果断	211	3	公司果断倣出決定，立即停止梢僖l可題洪品。l③正是由子
0751-1000.md	770	过渡	211	3	上高中了，他ｲ､将
0751-1000.md	773	过滤	212	5	我ｲi]戈'l船戈'l得恨辻癖
0751-1000.md	795	耗费	218	6	hé呵，这里真漂亮。
0751-1000.md	810	狠心	222	10	他狠下一条心，一定要通过这次HSK六级考试。
0751-1000.md	836	花瓣	229	6	花蕾hualei这朵花蕾很快就会开的。
0751-1000.md	871	会晤	238	5	贿赂（）huiliu他们想贿赂法官，这是不可能的。
0751-1000.md	887	讥笑	242	6	饥饿（）ji'é他两天没吃东西，非常饥饿。
0751-1000.md	901	激励	246	2	他ｲi]通进坪比活劫 激励先这。
0751-1000.md	901	激励	246	5	伐秀的文学作品可以激励 人ｲl､]的精神和斗志。
0751-1000.md	901	激励	246	6	姪理的美心时員エイl,]戸生了一秤激励作用。 激情jTqing ⑳文学創作是需要激情的。
0751-1000.md	905	级别	247	2	新沃珸水平考武分力六小级別。 ，④我的级別ｲ氏，エ 奇也ｲ氏。
0751-1000.md	907	极限	247	2	我佃想挑域级限， 鍛蛛自己的勇气。 le这是一秤这合青少年参与的级限这劫。
0751-1000.md	907	极限	247	4	目前的海洋 捕携己姪到一介级限数量了，不可能再増投了。 即便jibidn 也 搭配 ⑪即便他不去，我们几令人也要去ﾉ爬一惟域。
0751-1000.md	909	即将	248	2	他即将上任了，心里多少 有些不安。 ＠天上島云密布j菰示着一場大雨即将来'￨台。
0751-1000.md	909	即将	248	3	即将 到来的考拭进他党得ｲ艮緊張。
0751-1000.md	909	即将	248	5	这些珍稀的幼物即将圦地球上消失。 急功近利jig6ngjinl1 ③一些急功近利的商人出僅假冒芦品，完全不碩社会貴任。 ＠作 大急功近利了，迩是厘咳圦枝这考慮。
0751-1000.md	909	即将	248	7	我ｲl､]不槁急功近利的工程，逐是要狼抓履量。
0751-1000.md	922	记载	251	3	他的う己性根好，小时候的事情全 都氾得｡'＠力了考聡大家的寸己性，他出了凡道題｡￨③遠核子没う己性， 説多少遍都氾不住。
0751-1000.md	926	忌讳	253	4	我忘了作ｲi]的忌玲，清原涼。 〈劫＞力求避免或不希望出現（某些可能芦生消级后果的事） ⑪他忌讳人家説他接。 ＠我最忌滞 13 这小数字。
0751-1000.md	926	忌讳	253	7	他ｲi] 忌讳河得太多，休最好少打所。 季度jidu ⑪我们完成了第一季度的生戸汁戈'1．
0751-1000.md	928	季军	253	1	〈名＞寛奏中的第三名 ＠蚤然我ｲl､]没掌到冠正竿，但取 得了季军。
0751-1000.md	928	季军	253	4	季卑肯定是弛了， 同祥値得祝彌。 迩象jixitlng ⑪遠些迩象表明，他ｲI]来进这里。
0751-1000.md	928	季军	253	5	我ｲi]圦秤紳述象判断出了遠 介錯采。
0751-1000.md	931	继往开来	254	1	＠这首音示在音尿史上起到了謎往升来的作用。
0751-1000.md	931	继往开来	254	2	他ｲi]決心继往 升来，把遠碩事並遊行下去。
0751-1000.md	931	继往开来	254	3	他ｲl']表示要娃往升来，继禁探索下 去。
0751-1000.md	931	继往开来	254	4	速是继往升来的一代，未来属子他ｲi]｡ ￨⑤両国青年人担負 I 着促透両国友痘继往升来的重要貴任和使命。 寄托jltu6 ①这部作品寄托了作者的理想。 ＠父素把希望全部寄托在弦子身 上。
0751-1000.md	941	家喻户晓	257	5	対子達頓政策，我ｲI1要进群炊家喻户晓。
0751-1000.md	948	坚韧	259	8	速 次会双杯志着我ｲ｢]的合作辺出了堅実的一歩。
0751-1000.md	959	检验	262	1	廃品要姪进栓聡オ能出r・ ＠这些猪肉巳姪栓駿进了，都是合 格的。
0751-1000.md	959	检验	262	4	我巳姪知道了栓詮姑果，皮咳没￨可題。 剪彩ji6n//c6i ③明天将挙行大梼通牟剪彩ｲ又式。 ＠公司升止的时候，有重要人 物来剪彩。
0751-1000.md	959	检验	262	5	展蒐升幕当天，我ｲ￨､]会安排剪彩。
0751-1000.md	966	见解	264	1	く名＞対事物的看法 ③他的兄解ｲ艮有道理。
0751-1000.md	966	见解	264	4	別看他年経，却ｲ艮有政治見解。
0751-1000.md	986	降临	270	1	他没想到，幸福ｲ艮快就降'￨岳了。
0751-1000.md	986	降临	270	2	遠坊灸唯降'l岳得大突然，人ｲl､] 竺毫没有准各。 ＠当夜幕降'悔的时候，河辺来了恨多散歩的情侶。
0751-1000.md	986	降临	270	3	我希望好这能尽快降'l岳到我失上。
0751-1000.md	986	降临	270	4	一小小生命降'l台到了人￨可。 交叉jidochd ①前面是一小交叉路ロ。
0751-1000.md	986	降临	270	5	他ｲl､]的行駛路践交叉了。
0751-1000.md	986	降临	270	8	我ｲ￨､]ﾇ寸遠両章的内容交叉着介 B J F 戸 詔。 le各小部、的工程交叉遊行，保征明年就可以完工。
0751-1000.md	995	角落	273	3	l每个角落都要打扫干净，不要有遗漏。
1001-1250.md	1025	津津有味	281	1	我ｲ､需要筌汀一小名面合同。
1001-1250.md	1025	津津有味	281	5	我ｲ
1001-1250.md	1033	进展	283	1	这小渦査这展得ｲ艮順利。
1001-1250.md	1033	进展	283	2	我ｲl､]要想か法社工作加快向前这 展。
1001-1250.md	1033	进展	283	5	姪进双方努力，会淡有了ｲ艮大透展。
1001-1250.md	1034	近来	283	2	近来我ｲl､]的美系有了新的逃展。
1001-1250.md	1034	近来	283	3	苓 苓近来的健康情況ｲ艮好。
1001-1250.md	1034	近来	283	4	由子人員渦劫，近来我ｲi]部、人手減 少了恨多。
1001-1250.md	1034	近来	283	5	近来本市交通事故減少了根多。 ﾛ
1001-1250.md	1039	茎	285	1	燕子用一些草茎、泥土等搭寓。 ＠植物的茎蚤然多紳多祥，但都 能生叶和友芽。
1001-1250.md	1040	经费	285	1	今年的亦公姪街ｲ艮緊張。
1001-1250.md	1040	经费	285	2	我ｲi]面II岳着姪雷不足的l可題。
1001-1250.md	1040	经费	285	3	我 ｲl.]自等了一部分姪涜，用予科学研究。
1001-1250.md	1040	经费	285	4	他ｲi]在想力､法ガ大姪欝来 源。
1001-1250.md	1042	经纬	285	3	他们算出来的姪弗度ｲ艮精輔。
1001-1250.md	1042	经纬	285	5	通进GPS,毎採村都輔立了姪弗度坐杯。 ＦＪ■ 校工作了，姪商去了。
1001-1250.md	1042	经纬	285	6	ｲ也没有多少姪商的姪聡，返両年賠了不少 銭。
1001-1250.md	1043	惊动	286	1	安静的囹名億里，他急促走略的声音掠劫了大家｡￨②他正在睡覚， 不要 隙幼他了｡￨③我不想 原劫休ｲl,],所以就情消来了｡￨④他遠次来， 没有 涼幼任何人。
1001-1250.md	1044	惊奇	286	2	斫着他的故事，大家都椋奇地吟大 了眼晴。 ＠他露出了椋奇的表情。
1001-1250.md	1044	惊奇	286	4	我ｲl､]椋奇地发现了他的秘密。
1001-1250.md	1044	惊奇	286	5	ev斤到遠小消息，他,陳奇了 半天。
1001-1250.md	1046	兢兢业业	286	2	公司需要多一些像他返去就 競止jk的人。
1001-1250.md	1046	兢兢业业	286	3	我ｲl,1厘咳学习他遠秤競銃止止的精神。
1001-1250.md	1047	精打细算	287	2	我们我不多了，姓領精 打如算了。 ＠他精打如算地省下了一毛域。
1001-1250.md	1047	精打细算	287	4	我ｲi]需要透一歩精打如算，降ｲ氏 成本。
1001-1250.md	1048	精华	287	1	京刷是中国戒曲乞木的精隼。 ＠他吸取了这秤理给的精隼，創 立了自己的学沈。
1001-1250.md	1048	精华	287	4	汎炊可以在短时l可内看到更 多精隼的糸西。
1001-1250.md	1049	精简	287	2	公司遠両年精简了不少 章有些地方述可以遊一歩精简。 精密jTngml ①遠些都是精密仗器，要小心搬这。
1001-1250.md	1049	精简	287	4	科学家ｲ｢]这行了精密汁算，得出了遠小数字。
1001-1250.md	1049	精简	287	5	他ｲi]精密地測算 出了両地的実豚距高。 ＠返件宝瓜工茜非常精密，乞木价偵狼高。 ■四コ 人員。
1001-1250.md	1051	精确	288	2	他ｲn时目杯実施了精輔打去。 le他 11､]精輔地算出了我ｲl､]的位萱。 ￨@20年的时同，他叔累了大量精硝 可掌的盗料。
1001-1250.md	1051	精确	288	3	我们元法精密測量出両頴星之同的精輔距高。 精通jTngtOng ①他精通数学和汁算机。
1001-1250.md	1051	精确	288	5	他时 各秤这幼都ｲ艮精通。 ＠香香不伐精通英塔，而且会況多秤語言。
1001-1250.md	1051	精确	288	6	安全小墾由精通机械没各的を家忽成。 精心jTngxTn 〈形＞特別用心；非常鋼心 ①他精心策戈i1了速起事件。 ￨@在妻子的精心照料下，丈夫的病情 出現了好誇。
1001-1250.md	1051	精确	288	7	老ｿ市ﾇ寸弦子们精心管理，家侯ｲI]都狼放心。
1001-1250.md	1052	精通	288	1	遠把クリ非常鋒利。 ＠古时候那些侠客喜吹帯金I出行。
1001-1250.md	1052	精通	288	4	弟弟ｲ艮喜吹看舞金'l表演，覚得非常刺激。
1001-1250.md	1061	竞选	290	1	口 ②将隼命今我ｲil,必緬島上出友。
1001-1250.md	1061	竞选	290	3	張将卑対士兵ｲi]非常美心。
1001-1250.md	1062	敬礼	290	1	他ｲ｢]拳起手向老師敬礼。
1001-1250.md	1063	敬业	291	1	他ｲl']发賞了那些勇敢的士兵。
1001-1250.md	1063	敬业	291	2	司今发賞了他一匹好島。 le国 王打算笑賞这位聡明的年軽人。
1001-1250.md	1063	敬业	291	3	他ｲi]承諾対提供浅索的人子以 笑賞。 ⑪他的友明得到了国家的笑賞。
1001-1250.md	1063	敬业	291	4	这50万元是时他遠坂研究的发 賞。 ＠公司掌出了一部分斎金作カヌ寸伐秀員工的发賞。
1001-1250.md	1066	纠纷	291	2	河題的焦点集中在他是否 犯規上｡ ￨③晩上屯視里有美子社会焦点'可題的坊淡苓目。 ￨④双方矛 盾的焦点集中在价格I可題上。
1001-1250.md	1066	纠纷	291	3	遠場践争己姪成力全世界美注的焦点。 焦急ji6oji ⑪遠公晩了， ノし子逐没回家，鍋娼十分焦急。
1001-1250.md	1068	酒精	292	1	！ ⑪休把焔ル撹拝一下ﾛ巴。
1001-1250.md	1069	救济	292	1	我ｲi]正在募集物盗救沸欠民。 ￨@裳一小人的力量救沸不了大多 人。
1001-1250.md	1069	救济	292	2	我ｲl､]公司己姪向爽区提供了両万斤根食救沸。
1001-1250.md	1069	救济	292	4	他家庭困唯，一宜裳政府救沸雄持生活。 就近jiujin ③核子可以在居住地就近入学。
1001-1250.md	1069	救济	292	6	我ｲl､]都累了，就近我小仮億吃版画巴。
1001-1250.md	1070	就近	292	2	他ｲl､]暗中較量着，都 想成力行止里的老大。
1001-1250.md	1070	就近	292	3	錘进反夏較量，他ｲ￨'1叺最婆取得了腔 利。
1001-1250.md	1071	就业	293	1	他戴着眼鏡，一副根有教券的祥子。 ＠他張擶就舅人，真没教 券。
1001-1250.md	1071	就业	293	2	他穿戴得体，昆得ｲ艮有教恭。
1001-1250.md	1073	拘留	293	1	J ③接達下了三天大雨，蛤交通帯来了根大圧力。
1001-1250.md	1076	居住	294	1	遠首歌的捕奏比絞快。 ＠他随着音示的請奏跳起舞来。
1001-1250.md	1076	居住	294	5	"我ｲ￨､1"" 的祐奏有狼大不同，他快我慢。"
1001-1250.md	1079	局面	295	1	故事的姑局是他ｲ'1幸福地姑婚了。
1001-1250.md	1079	局面	295	3	他们最后的錯局ｲ艮悲惨。
1001-1250.md	1082	咀嚼	295	2	工人ｲl､]要解体遠些旧屯視机。 永箱解体以后，能利用的部件就再利用。 ＠'日 一ａＪｑ ③警察一来，人群島上解散了。 ＠今天的ｼI1妹姑束了，大家解散 ，巴。
1001-1250.md	1083	沮丧	296	1	〈劫〉譽暢防各 ③ﾇ寸森林火突，他ｲi]保持着高度戒各。 ￨@时子危険情況，我ｲl､]要加 以戒各。
1001-1250.md	1083	沮丧	296	4	他対人有根彊的戒各心理。 界限jiexidn ④逗里是熟帯，四季的界隈不明墨。 ＠区分遥法犯罪級別的界隈， 主要看対人的危害程度。
1001-1250.md	1084	举动	296	2	別人好的 方法我们也可以借婆。 ＠他在屯影中借婆了一些鎗画的技巧。
1001-1250.md	1084	举动	296	5	我ｲi]息意身其他単位相互借筌，共同 提高。
1001-1250.md	1085	举世闻名	296	1	我ｲ｢]会尽快解決遠些同題。
1001-1250.md	1085	举世闻名	296	3	清作尽快赴到这里，我有急事。 ⑤出了事以后，他想尽快高升遠里。 ＠希望体的身体尽快好起来。
1001-1250.md	1088	剧本	297	2	他負貴写副本，我ｲl､]負貴我演 員。
1001-1250.md	1088	剧本	297	5	現在的l可題是没有合这的刷本。
1001-1250.md	1089	剧烈	297	1	く形＞速度快，力量大；猛烈 ⑪剛吃完仮不宜倣刷烈这功。 ＠汽牟刷烈揺晃着 ，我宜想吐。
1001-1250.md	1089	剧烈	297	3	我ｲ、斤到了刷烈的爆炸声。
1001-1250.md	1094	觉悟	299	1	〈劫〉由迷惑而清醒、明白 ⑪他現在覚悟到以前的錯俣了。 ＠通进教育，他巳姪覚悟了。
1001-1250.md	1094	觉悟	299	5	他有ｲ艮高的思想覚悟，姪 常帯助別人。
1001-1250.md	1094	觉悟	299	6	我ｲi]要努力提高自己的覚悟，倣好自己的工作。
1001-1250.md	1094	觉悟	299	7	他教育我ｲl､]要倣一介有覚悟、有作力的青年。
1001-1250.md	1095	觉醒	299	1	他ｲi]的民族意涙升始覚醒。
1001-1250.md	1095	觉醒	299	4	遠幅画的主題是 人美的覚醒 矛ﾛ人美的力量，'。 ⑤他覚醒以后，向警察提供了根多践索。
1001-1250.md	1108	开拓	303	4	遮些画精致得恨，体現了作者 高超的蛤画技巧。 井jing
1001-1250.md	1108	开拓	303	5	这ロ井很快就掩好了。 ＠人ｲi]毎天吃速ロ井里的水。
1001-1250.md	1108	开拓	303	6	他ｲi] 准各再打両ロ井，解決潅減l可題。
1001-1250.md	1109	开展	303	1	他姑起来，活劫了一下頚椎。 ＠我頚椎癖，好几天了。
1001-1250.md	1109	开展	303	3	这家医院治方頚椎病ｲ良有名。
1001-1250.md	1109	开展	303	4	他友明 了治万頚椎病的好方法。 警告jinggdo ⑪他警告大家不要掌近那里。
1001-1250.md	1110	开支	304	1	他ｲl']在遊行党募，看堆的力气更大。 ＠他获得了体育党幕道徳風 尚美。
1001-1250.md	1110	开支	304	3	他ｲ￨､1党幕了半天，没 駕霊窯……，他……、 '…翰蕊 ︑ 通 进 他 ③ ユ ○ 兄 一逸雑一︽ 一蝿謝罪 一銅呼︾ ︺凹磁函陶 ︾ 髄一︾恥挫 巳 畑 口 ４
1001-1250.md	1112	刊物	304	5	他的敬止精 神輔実値得我们学习。 境界jingjie く名＞事物所这到的程度或表現出的状況 ①地的水平己姪这到了狼高的境界。 ＠他希望自己的乞木能这到 一小理想的境界。
1001-1250.md	1112	刊物	304	6	他的思想境界比我ｲl､]高，肴l可題也更深入。
1001-1250.md	1114	侃侃而谈	305	1	−−−−.̲ .̲ｰ‐.̲−−−−−−−−−..̲→̲̲.三→ｰ...̲ｰ̲̲...̲̲.. ③他ｲi]力发房子戸生了舰鈴。
1001-1250.md	1114	侃侃而谈	305	2	＠夫妻l司的釧鈴通要素双方解決。
1001-1250.md	1114	侃侃而谈	305	3	w斤況他価又升始￨司舰鈴了。
1001-1250.md	1114	侃侃而谈	305	5	我ｲi]主張以和平淡判的方式解決国隊到笏。
1001-1250.md	1114	侃侃而谈	305	7	我ｲi]事先説好条件，避免到鈴戸生。 ａＪｑ ⑪速忽鏡失反映了他ｲ￨､]的日常生活。
1001-1250.md	1114	侃侃而谈	305	8	遠小鏡失拍得ｲ艮精彩。
1001-1250.md	1116	看待	305	1	￨＜劫＞参加了工作，有了恥lk l③他半止后就宜接就止了。
1001-1250.md	1117	看望	305	2	他的就取演説受到了人ｲi]的炊 迎。
1001-1250.md	1117	看望	305	5	他己姪力就取倣好了充分准各。 拘留jOlid ③他被公安机美拘留了。 ＠他们把嫌疑人拘留了起来。
1001-1250.md	1117	看望	305	8	警察依法対他遊 行了拘留。 拘束jOshU ①猿子兄了隔生人有些拘束。 ＠体不要太拘束了， 自然一点ル。 ， ③在那称場合下我会覚得ｲ艮拘束。 ，④遠核子大大方方的，一点ル 也不拘束。
1001-1250.md	1118	慷慨	306	4	他ｲ￨､]采取措施，控制住了目前 的局勢。
1001-1250.md	1118	慷慨	306	6	我佃必緬 ﾇﾅ当前的局勢倣出正硝的判断。 局限jdxidn ⑪帯假日人们己姪不局限子待在家里休息。
1001-1250.md	1119	扛	306	2	被拒絶以后，他沮喪地ｲ氏着共。 ＠看他沮喪的祥子，就知道他受到了打去。
1001-1250.md	1120	抗议	306	3	我ｲi]要随时美注他的拳劫。
1001-1250.md	1120	抗议	306	5	作速秤奉幼会影回向我ｲi]的整体汁戈'l｡ l⑥他的拳 劫星得特別可笑。 可 J 三
1001-1250.md	1121	考察	307	1	口 ③我ｲl､]的芦品拳世I可名。 ＠他想成カー小挙世阿名的明星。
1001-1250.md	1121	考察	307	2	遠 部屯影进他一下子拳世'珂名了。 ＠遠就是拳世￨羽名的万里候淑。
1001-1250.md	1126	科目	308	2	据悉， 目前全世界学況珸的 人数超进了一ｲ乙・
1001-1250.md	1127	颗粒	308	1	学生ｲil都在聚精会神地冴老師併深。
1001-1250.md	1127	颗粒	308	3	代表ｲi]聚精会神地倣着妃乗。 ＠他倣起実 駿来聚精会神，不受外界千枕。 可 併 張 張 遠 把 他 遠 一 一 一 一 ③ 里 ◎ 屯 一 千 来 起 ○ 一 ︐ 一 一 升 始 一 子 袖 起 巻 他 一 一 一 − 一 一 子 以 ⑤ ・ 調 錐 大 巻 里 是 面 的 装 ③ 米 ︒ ０ 到 屯 多 ０ ︑ 有 践 拒 放 来 起 巻 画 一形囮郵西巻 針も諦吾 一 恥 鵜 ④ 末 逗 一 成 起 刈 岫 栂 一醸訂 頤峠斡 ｖ皿一癖︾ 約一勃皿鑑鑑鍾酔 一 ！ 、 決策jueCe く名＞決定的策略、方針等 ②中央的決策是非常正輔的。 ＠他果断倣出了決策。
1001-1250.md	1127	颗粒	308	4	我ｲ｢]皮咳 執行上级的決策。
1001-1250.md	1132	可笑	310	1	工人ｲi]正在升采石油。
1001-1250.md	1132	可笑	310	2	他ｲil去年升采了上千万沌天然气。 ＠不能再进度升采地下水了，否則后果狼評重。
1001-1250.md	1132	可笑	310	3	我们皮咳提前 徴好規戈'1 ,否則这里的地下街源早晩会被我ｲi]升采完。
1001-1250.md	1133	可行	310	1	他己姪被公司升際了。 ＠因力浮重遠反紀律，学校升除了他。
1001-1250.md	1134	可望	310	3	我ｲi]我不到一介升周的地方賜足球。 ＠这里比較升周，我ｲi]就 在遠ル休息ﾛ巴。
1001-1250.md	1136	刻不容缓	311	4	地比进去的領 等升明了ｲ艮多。 ＠他思想升明，敢子制新。
1001-1250.md	1137	客户	311	1	鑿調之路升砕了中西文化交流的通道。 ＠他的发现力現代物 理研究升砕了道路。
1001-1250.md	1137	客户	311	3	这小新的領域等待着人ｲil去升犀。 ＠这条航践是去年夏天新升 砕的。
1001-1250.md	1139	恳切	311	3	美好的明天要裳休ｲl､1去升拓。
1001-1250.md	1139	恳切	311	8	他ｲ￨､]叔级升展苓釣用水的活功。
1001-1250.md	1141	坑	312	2	家里最近升支ｲ艮大。
1001-1250.md	1141	坑	312	5	毎天除了吃仮外，我没什公特別的升支。 刊登kdndeng .̲ . .̲ .‐ ̲ご≦ −−．− ‐ ．− ． . . ....... .. ,. ,.. .. ... . .. . ‐ ‐ −−．−． .=.− ..−．− ．− .̲ . −−= .... .＝､.. . ..−. . . ④这条新用己姪刊登出来了。
1001-1250.md	1141	坑	312	6	速篇文章刊登在了星著的位豊。 ＠昨天的根紙刊登了他的感人事通。 ＠这小故事根快就被刊登出 来了。
1001-1250.md	1141	坑	312	7	返本条志寺、刊登姪沸美的文章。 刊物kdnwU ④这是一本足球方面的刊物。 ＠返本刊物一介月出一期。
1001-1250.md	1142	空洞	312	1	我抗奴作ｲi]降ｲ氏工人工涜。 ＠时子政府的这秤行力，大家提出 了挽双。
1001-1250.md	1142	空洞	312	2	遠是一秤岐祝行力，我ｲI]都抗双这小決定。
1001-1250.md	1142	空洞	312	3	対子这 秤遠法行力，我ｲl､]表示抗双。
1001-1250.md	1143	空前绝后	313	2	危隆考駿着毎一小人。 ｒＫ■ 家的渓格考核。 le学校制定了対教ﾘ市的考核杯准。
1001-1250.md	1144	空想	313	3	作ｲI､1 不要姑那公这，互相掌挽一些・
1001-1250.md	1144	空想	313	5	我ｲ、 要向先透的管理方式掌挽。
1001-1250.md	1144	空想	313	6	他ｲl､]海级向国除化方向掌挽。 科目kemU
1001-1250.md	1145	空虚	313	5	没有了奋斗目杯，他感覚ｲ艮空虚。
1001-1250.md	1145	空虚	313	6	遠祥下去， 休会变得越来越空虚。 ＠
1001-1250.md	1146	孔	314	5	他蛤自己叔累了一宅可汎的 財富。 可pkek6u
1001-1250.md	1146	孔	314	8	遠秤炊 料非常可ロ，小技子ｲ'､1都愛掲。
1001-1250.md	1147	恐怖	314	2	乱拓泣坂的行方进人覚得可悪。 ＠我 逐没鉦到那公可悪的人。
1001-1250.md	1148	恐吓	314	3	殉发 新没各己姪成了刻不容鬚的事情。 ＠解決衣民巽雑堆阿題到了刻不 容鬚的地歩。
1001-1250.md	1148	恐吓	314	4	加彊世界遺声保鈩己姪成了国隊社会刻不容媛的 任秀。 客戸kehり く名＞工｢ 或企血称呼自己的顧客 ⑪他是我ｲi]商物的老客戸。
1001-1250.md	1148	恐吓	314	7	炊迎客戸蛤我ｲil的工作提 出意見。
1001-1250.md	1149	恐惧	314	1	他今年申清了一小国家深題。 ＠淫在我ｲl,]面前的深題是，如何 捕釣用水。
1001-1250.md	1149	恐惧	314	2	气候同題己姪成了科学家ｲi]研究的重要深題。
1001-1250.md	1149	恐惧	314	4	如何槁好公司管理，是我ｲI､1 面11台的主要深題。 く形＞形容恋度城忌 ①他的志度忌切，我被感劫了。
1001-1250.md	1149	恐惧	314	6	作想当明星的 患初心情我ｲl,]都能理解。
1001-1250.md	1151	空隙	315	5	遠七覗妃乗創造了这 劫史上空前絶后的奇迩。 空想k6ngxidng ⑪他空想着有一天能成力富人。 ＠他天天在家空想，什公也不 徴。
1001-1250.md	1151	空隙	315	7	返些矛盾都是 他空想出来的，其実人家美系ｲ艮好。
1001-1250.md	1151	空隙	315	8	我覚得这是在空想，根本不 可能実現。 ③遠是小元法実現的空想。 ＠体不能掌空想进日子。
1001-1250.md	1153	口腔	316	1	凡到老虎，他十分恐倶。 ＠一小人在周囹昏暗的坏境里容易声 生緊張、恐倶的心理。
1001-1250.md	1153	口腔	316	3	通 进解鋒，我ｲi]消除了他在違方面的恐倶。
1001-1250.md	1154	口头	316	1	他的ロ完星得根不満。 ＠他忌是用命今的口气眼我ｲI]坑活。
1001-1250.md	1155	口音	317	2	他呈然口失上答皮了， ｎＫｊ 但心里却不庭意。 ＠作況要圦真学习，不能只停留在ロ失上。
1001-1250.md	1155	口音	317	3	他対我ｲl.]的支持只限子口共，而没有実隊行幼。 名面 ） ⑪作錯我ｲi]倣ロ失翻斧就可以。
1001-1250.md	1156	扣	317	2	他在山里就業吃这紳苦浬的野 果子生存｡￨③鉾竹箏用升水煮，就可以去拝苦浬味ﾉし｡￨④吐到最后， 老李覚得苦淫的胆汁都唾尽了。 ②形容生活愁苦ﾇ艮辛 ②況到成伎，他的表情星得狼苦浬｡'＠他有着一段苦浬的感情姪房， 至今不慮意提起。
1001-1250.md	1156	扣	317	4	"蚤 然域市进他们堂尽了苦浬，但是最鋒迩是容幼了他ｲil｡ ￨③提起那段 苦浬的日子，父素忌是根激劫。 ""kub ①娼娼袴着小笠子去发菜了。 ，②走路时，女朋友忌袴着他的賂 脾。 ，③地賂ﾙ専上忌要袴着那小小包。 ②把末西桂在肩上、腰里或脾子上 ③弦子们袴着帯包上学去了。 ，②他喜吹把照相机袴在胸前。 察腰里袴着一把拾。 ，④糸西恨況，他快袴不劫了。 ③警 口Ｋ■ 跨kud ⑪速条水洵他一歩就跨进去了。"
1001-1250.md	1156	扣	317	5	清作往右跨一歩，銀前面的人 ﾇ寸芥。 ，⑬他跨出了大l､],失也没回。 ④太这了，我跨不进去。 ⑤伸跨进来,何，別害伯。
1001-1250.md	1157	枯萎	318	1	他家的F日台狼寛敵。
1001-1250.md	1157	枯萎	318	2	我ｲ￨､]洩小寛敵的地方賜足球腫巴。
1001-1250.md	1157	枯萎	318	5	去拝这件家具后，屋子里昆得寛敵多了。 寛容kudnr6ng 9 ③父素恨暑良，対人也狼寛容。
1001-1250.md	1158	枯燥	318	1	く劫〉（学生）不清假而鋏湶 ⑪休昨天力什公Hr深？ ＠他姪常『藻，成鏡狼差。 ￨@如果没有特 殊情況，我不会r深・
1001-1250.md	1158	枯燥	318	3	学生現在r深的情況比較浮重。
1001-1250.md	1158	枯燥	318	5	我圦来没Hr进一苓渓渚深。
1001-1250.md	1159	哭泣	318	1	速小国家〃戸涜源恨半富｡￨、岩石极決決定着〃戸的分布和大院、 海洋的形成。 le科技人員在努力手我新的〃声盗源。
