missing_seq	missing_headword	source_file	backup_seq	backup_headword	match_type	snippet
249	畅通	1751-2000.md	1575	渠道	example_contains	## 1575. 渠道  - ピンイン: qú dào - 例文:   - 这条渠道是为从密云水库引水到城区而修建的。   - 每年冬天都要修整渠道。   - 宽阔的渠道非常美丽。   - 渠道的两岸绿树成荫。   - 途径、门路这个单位的民主渠道很畅通，言论非常自由。   - 我们要扩大商品流通的渠道。   - 公司正在开会讨论广开新渠道的模式。 - 例文ピンイン:   - zhè tiáo qú dào shì wèi cóng mì yún shuǐ kù yǐn sh
249	畅通	2251-2500.md	2088	消防	example_contains	## 2088. 消防  - ピンイン: xiāofáng - 例文:   - 各地一定要加强消防工作，防止火灾发生   - 消防人员只用了十几分钟，便扑灭了大火   - 消防战士在火灾发生时冲在了最前面   - 明天下午检查各单位的消防设备   - 要保证消防通道的畅通 - 例文ピンイン:   - gè dì yí dìng yào jiā qiáng xiāo fáng gōng zuò， fáng zhǐ huǒ zāi fā shēng   - xiāo fáng r
250	畅销	0751-1000.md	1029	锦上添花	example_contains	## 1029. 锦上添花  - ピンイン: jǐnshàngtiānhuā - 例文:   - 这些原本畅销的产品再加以宣传，可以起到锦上添花的作用。   - 老师对这篇优秀论文做了补充，真是锦上添花。   - 刘红在最后一天的比赛中锦上添花，又为中国队夺得了一枚金牌。   - 雕塑进一步美化了这座美丽的城市，犹如锦上添花。   - 我们不仅要做锦上添花的事情，更要做雪中送炭的事情。 - 例文ピンイン:   - zhè xiē yuán běn chàng xiāo de 
250	畅销	2751-3000.md	2425	侦探侦探zhé	example_contains	## 2425. 侦探侦探zhé  - ピンイン: zhēn tàn zhēn tàn - 例文:   - 这名侦探正在跟踪犯靠嫌疑人   - 为了查清真相，他特意请了一名侦探   - 福尔摩斯是世界文学名著中有名的大倾探   - 这部侦探小说非常畅销 - 例文ピンイン:   - zhè míng zhēn tàn zhèng zài gēn zōng fàn kào xián yí rén   - wèi le chá qīng zhēn xiàng tā tè yì qǐ
250	畅销	2751-3000.md	2905	传记傅记	example_contains	## 2905. 传记傅记  - ピンイン: zhuàn jì fù jì - 例文:   - 这本传记是作者亲自送给我的。那本名人传记很畅销   - 他正在投集材料，为科学家写传记   - 我喜欢读传记文季作品，能得到不少启示。等我老了，一定写本传记 - 例文ピンイン:   - zhè běn zhuàn jì shì zuò zhě qīn zì sòng gěi wǒ de nà běn míng rén zhuàn jì hěn chàng xiāo   - tā z
250	畅销	3001-3250.md	2425	侦探(慎探)	example_contains	## 2425. 侦探(慎探)  - ピンイン: zhēn tàn(shèn tàn) - 例文:   - 这名侦探正在跟踪犯罪嫌疑人。   - 为了查清真相，他特意请了   - 一名侦探。   - 福尔摩斯是世界文学名著中有名的大侦探。   - 侦探小说非常畅销。 - 例文ピンイン:   - zhè míng zhēn tàn zhèng zài gēn zōng fàn zuì xián yí rén。   - wèi le chá qīng zhēn xiàng，tā 
250	畅销	3251-3500.md	2425	侦探	example_contains	## 2425. 侦探  - ピンイン: zhēntàn - 例文:   - 这名侦探正在跟踪犯罪嫌疑人   - 为了查清真相，他特意请了一名侦探   - 福尔摩斯是世界文学名著中有名的大侦探   - 这部侦探小说非常畅销 - 例文ピンイン:   - zhè míng zhēn tàn zhèng zài gēn zōng fàn zuì xián yí rén   - wèi le chá qīng zhēn xiàng， tā tè yì qǐng le yī míng 
250	畅销	3251-3500.md	2571	传记	example_contains	## 2571. 传记  - ピンイン: zhuànjì - 例文:   - 这本传记是作者亲自送给我的   - 那本名人传记很畅销   - 他正在投集材料，为科学家写传记   - 我喜欢读传记文季作品，能得到不少启示   - 等我老了，一定写本传记 - 例文ピンイン:   - zhè běn zhuàn jì shì zuò zhě qīn zì sòng gěi wǒ de   - nà běn míng rén zhuàn jì hěn chàng xiāo   - t
250	畅销	3751-4000.md	2425	侦探	example_contains	## 2425. 侦探  - ピンイン: zhēntàn - 例文:   - 这名侦探正在跟踪犯罪嫌疑人。   - 为了查清真相，他特意请了一名侦探。   - 福尔摩斯是世界文学名著中有名的大侦探。   - 这部侦探小说非常畅销。 - 例文ピンイン:   - zhè míng zhēn tàn zhèng zài gēn zōng fàn zuì xián yí rén 。   - wèi le chá qīng zhēn xiàng ， tā tè yì qǐng le y
250	畅销	3751-4000.md	2571	传记	example_contains	## 2571. 传记  - ピンイン: zhuànjì - 例文:   - 这本传记是作者亲自送给我的。   - 那本名人传记很畅销。   - 他正在搜集材料，为科学家写传记。   - 我喜欢读传记文学作品，能得到不少启示。   - 5等我老了，一定写本传记。 - 例文ピンイン:   - zhè běn zhuàn jì shì zuò zhě qīn zì sòng gěi wǒ de 。   - nà běn míng rén zhuàn jì hěn chàng xi
250	畅销	4251-4500.md	4285	传记(傅记)	example_contains	## 4285. 传记(傅记)  - ピンイン: zhuàn jì(fù jì) - 例文:   - 这本传记是作者亲自送给我的。   - 那本名人传记很畅销。！他   - 正在搜集材料，为科学家写传记。   - 我喜欢读传记文学作品，能得   - 到不少启示。   - 等我老了，一定写本传记。 - 例文ピンイン:   - zhè běn zhuàn jì shì zuò zhě qīn zì sòng gěi wǒ de。   - nà běn míng rén zhuàn
278	成员	2251-2500.md	1884	条约	example_contains	## 1884. 条约  - ピンイン: tiáoyuē - 例文:   - 两国签订了经济合作条约   - 有关国家同意签订和平友好条约   - 这是一个不平等条约，我们不能接受   - 条约内容规定，互相尊重对方领土完整   - 以前签订的那些条约现在还有效   - 他很会调和家庭成员之间的关系   - 他们之间矛盾太深，根本无法调和   - 他们吵架了，你去调和一下吧   - 他们之间的问题我恐怕调和不了   - 经过我的耐心调和，他们总算是不了 - 例文ピンイン:  
278	成员	3501-3750.md	1885	调和	example_contains	## 1885. 调和  - ピンイン: tiáohé - 例文:   - く幼〉使相姓融洽，减少矛盾 ①他根会涡和家庭成员之同的美系。   - ’＠他ｲ､之同矛盾太深，根本 元法涡和。   - 他ｲi]沙架了，休去涡未'一下，巴。   - 他ｲil之同的同题 我恐伯涡和不了。   - 姪辻我的耐心涡和，他ｲﾛ忌算是不l司了。 6   - 矧等游行凋苓 ⑪根据エ作需要，公司把他涡荆到了戸告部。   - ’＠他ｲl,]准各迄用姪 沸手段涡剤目前的市场。   - 他平时爱打球，算
279	呈现	3001-3250.md	2434	阵地	example_contains	## 2434. 阵地  - ピンイン: zhèn dì(zhèn dì) - 例文:   - 敌人的阵地被我军占领了。「战士们顽强地坚守着阵地，等待   - 增援部队。「我方终于攻破了敌人的阵地。   - 敌人阵地上的情况。   - 比喻某些重要的工作领域   - 文艺阵地呈现出一派繁荣景象。我们要巩固思想阵地，让青   - 少年树立远大的理想和人生目标。   - 学校要做好教育阵地的各项工   - 作。1我们要占领正面宣传的阵地，引导青少年积极向上。 - 例文ピンイン: 
279	呈现	3251-3500.md	2434	阵地	example_contains	## 2434. 阵地  - ピンイン: zhèndì - 例文:   - 敌人的阵地被我军占领了   - 战士们顽强地坚守着阵地，等待增援部队   - 我方终于攻破了敌人的阵地   - 司令用望远镜观察敌人阵地上的情况   - 文艺阵地呈现出一派繁荣景象   - 我们要巩固思想阵地，让青少年树立远大的理想和人生目标   - 学校要做好教育阵地的各项工作   - 我们要占领正面宣传的阵地，引导青少年积极向上 - 例文ピンイン:   - dí rén de zhèn dì bè
279	呈现	3751-4000.md	2434	阵地	example_contains	## 2434. 阵地  - ピンイン: zhèndì - 例文:   - 敌人的阵地被我军占领了。   - 战士们顽强地坚守着阵地，等待增援部队。   - 我方终于攻破了敌人的阵地。   - 司令用望远镜观察敌人阵地上的情况。   - 比喻某些重要的工作领域文艺阵地呈现出一派繁荣景象。   - 我们要巩固思想阵地，让青少年树立远大的理想和人生目标。   - 学校要做好教育阵地的各项工作。   - 我们要占领正面宣传的阵地，引导青少年积极向上。 - 例文ピンイン:   - d
305	冲动	0751-1000.md	830	呼吁	example_contains	## 0830. 呼吁  - ピンイン: hūyù - 例文:   - 我们呼吁双方保持冷静，避免冲动。   - 我们强烈呼吁有关部门重视群众意见。   - 关于这里的环境保护问题，我们呼吁过很多次了。   - 他呼吁家长们重视孩子的心理健康。   - 政府发出呼吁，希望人们积极参加这次活动。 - 例文ピンイン:   - wǒ men hū yù shuāng fāng bǎo chí lěng jìng， bì miǎn chōng dòng。   - wǒ men qiá
305	冲动	2751-3000.md	2949	阻拦阻搁	example_contains	## 2949. 阻拦阻搁  - ピンイン: zǔ lán zǔ gē - 例文:   - 他非要去这么危险的地方，要子忽么阻性不住   - 对这种冲动行为得加以阻栏，不然会出大事的 - 例文ピンイン:   - tā fēi yào qù zhè me wēi xiǎn de dì fāng yào zi hū me zǔ xìng bú zhù   - duì zhè zhǒng chōng dòng xíng wéi dé jiā yǐ zǔ lán bù rán huì
305	冲动	3751-4000.md	2616	阻拦	example_contains	## 2616. 阻拦  - ピンイン: zǔlán - 例文:   - 父亲阻拦了儿子，不让他冲进屋子。   - 他们设置了很多障碍，阻拦汽车前行。   - 既然你已经下定了决心，我们也就不再阻拦了。   - 他非要去这么危险的地方，妻子怎么也阻拦不住。   - 对这种冲动行为得加以阻拦，不然会出大事的。 - 例文ピンイン:   - fù qīn zǔ lán le ér zi ， bù ràng tā chōng jìn wū zi 。   - tā men shè zh
305	冲动	4251-4500.md	4332	阻拦(阻搁)	example_contains	## 4332. 阻拦(阻搁)  - ピンイン: zǔ lán(zǔ gē) - 例文:   - 父亲阻拦了儿子，不让他冲进屋子。   - 他们设置了很多障碍，   - 阻拦汽车前行。1既然你已经下定了决心，我们也就不再阻拦   - 了。！他非要去这么危险的地方，妻子怎么也阻拦不住。   - 种冲动行为得加以阻拦，不然会出大事的。 - 例文ピンイン:   - fù qīn zǔ lán le ér zi，bù ràng tā chōng jìn wū zi。   - tā m
306	冲击	2251-2500.md	1996	问世	example_contains	## 1996. 问世  - ピンイン: wènshì - 例文:   - 小说刚一问世，就引起了很大反响   - 他的著作已经于上个月问世了   - 我们期待已久的作品终于问世了   - 这种电脑刚问世一个月就卖光了   - 新产品的问世，给市场带来了不小的冲击 - 例文ピンイン:   - xiǎo shuō gāng yī wèn shì， jiù yǐn qǐ le hěn dà fǎn xiǎng   - tā de zhù zuò yǐ jīng yú shàng 
306	冲击	2251-2500.md	2054	鲜明	example_contains	## 2054. 鲜明  - ピンイン: xiānmíng - 例文:   - 这幅画的色彩非常鲜明   - 这些鲜明的图画给人留下了深刻的印象   - 灯光下，荧屏显得非常鲜明   - 鲜明的颜色能给人强烈的视觉冲击感   - 他的态度非常鲜明，就是坚决不同意   - 他鲜明地提出了自己的观点   - 我们旗帜鲜明地反对分裂，维护团结   - 他的立场很鲜明，态度很坚定   - 他个性鲜明，经常做出让大家感到意外的事 - 例文ピンイン:   - zhè fú huà de 
307	冲突	1251-1500.md	1351	摩擦	example_contains	## 1351. 摩擦  - ピンイン: mó cā - 例文:   - 劫物体之   - 司相互接触，来回移幼箱子摩擦地面，友出一阵刺耳的声音   - 天気大冷，他用両只手互相摩擦着-取暖   - 机器雰件摩擦声音不太，古汁咳修了。名人与人之   - 司或者団体之   - 司的冲突他l.1因力意兄不同，出现了一些小摩擦   - 我之l可的摩擦都己姪解决了，现在美系狼好   - 速対夫妻性格不合，経常友生摩擦   - 连浊小党派之同有狼多摩擦   - 摩擦的双方各不相辻，推也
307	冲突	1501-1750.md	1707	摩擦	example_contains	## 1707. 摩擦  - ピンイン: mócā - 例文:   - 箱子摩擦地面，友出一阵刺斗的声音   - 天気大冷，他用両只手互相摩擦看取暖   - 机器零件摩擦声音不太対，イ古汁该修了。〈名＞人与人之   - 司或者団体之   - 司的冲突⑪他ｲi]因力意兄不同，出现了一些小摩擦   - 我ｲl､]之同的摩擦都己姪解决了，现在美系狼好   - 返吋夫妻性格不合，姪常友生摩擦   - 送丙本党派之同有ｲ艮多摩擦   - 摩擦的双方各不相辻，推也没有力法。－１ｒⅣＬ3r
307	冲突	3501-3750.md	3700	妥协	example_contains	## 3700. 妥协  - ピンイン: tuǒxié - 例文:   - く劫＞力了避免冲突而倣出辻歩 ⑪在迄卜1可题上，他婆子妥物､了。   - ､]是不可 能妥协的。   - ’＠只有双方都倣些妥协，淡判才能成功。   - 如果大家 堆都不妥协，就元法迭成一致的意凡。   - 力了合作，我ｲi]己姪倣了 ｲ艮大的妥坊､。 - 例文ピンイン:   - くjié＞lìlebìmiǎnchōngtūérfǎngchūshíbù ⑪zàiqìbo1kětíshàng，tāpóz
308	重叠	0751-1000.md	987	交叉	example_contains	## 0987. 交叉  - ピンイン: jiāochā - 例文:   - 前面是一个交叉路口。   - 他们的行驶路线交叉了。   - 几条线交叉在一起，很难分清。   - 地铁轨道互相交叉，极大方便了交通。   - （活动、内容等）穿插、重叠颁奖和表演活动交叉进行。   - 我们对这两章的内容交叉着介绍。   - 各个部门的工程交叉进行，保证明年就可以完工。   - 我们交叉着改作业，可能会更快一些。 - 例文ピンイン:   - qián miàn shì yí gè 
313	抽空	0251-0500.md	298	柚室	example_contains	## 0298. 柚室  - ピンイン: yòu shì - 例文:   - 作抽空到我力､公室来一趣。   - 我共友太投了，得抽空去理一理。   - 休抽空帯我把迭小表莫上'巴。   - 他抽了一小室，到外面打屯活 去了。   - 我達両天太忙了，実在抽不出空。 - 例文ピンイン:   - zuò chōu kòng dào wǒ lì ､ gōng shì lái yī qù.   - wǒ gòng yǒu tài tóu le ， dé chōu kòng qù l
317	丑恶	0751-1000.md	1005	揭露	example_contains	## 1005. 揭露  - ピンイン: jiēlù - 例文:   - 他在文章中揭露了这种丑恶现象。   - 我要把他的阴谋揭露出来。   - 他大胆揭露了这伙人的诈骗手段。   - 他的丑闻揭露出来后，人们都很震惊。   - 他揭露了这种做法的无知，同时指出了科学的方向。   - 由于他的特殊地位，那时候人们都不敢揭露他。 - 例文ピンイン:   - tā zài wén zhāng zhōng jiē lù le zhè zhǒng chǒu è xiàn xiàng
322	出息	1501-1750.md	1718	目光	example_contains	## 1718. 目光  - ピンイン: mùguāng - 例文:   - 大家的目光都集中在了屏幕上。＠他知道自己错了，有意避升了妻子的目光   - 学生ｲi]的目光一起投向了老ｿ甲。②眼晴里流露出的情堵、神恋①地目光温和弦子ｲ'1都喜炊地   - 接到乗取通知，弟弟露出欣喜的目光   - 老ｿ市素初的目光姶我留下了根深的印象   - 香香的目光里包含着対该子元限的爱。狐ユ目光沐浴3万③対事物的泛察和孤児能力④违令人目光短浅，没有多大出息。＠他目光敏锐，倣事果断   - 
342	创立	2501-2750.md	2247	依托	example_contains	## 2247. 依托 - ピンイン: yītuō - 例文:   - 这个地区通过改革，依托当地的资源优势，建起了大型工厂。   - 我们要紧紧依托重点企业，发展经济。   - 他依托先进理论，创立出了新的管理办法。军队建设逐步实行了自己培养和依托国民教育培养相结合的办法。   - 她把丈夫当成了自己终身的依托。   - 一个好的产品没有市场的依托，就没有前途。   - 他们以当地水资源为依托，建起了发电站。   - 你们失去了资金上的依托，还怎么发展。   - 疆（626
343	创新	0001-0250.md	188	部署	example_contains	## 0188. 部署  - ピンイン: bùshǔ - 例文:   - 公司正在部署力量，加强技术创新能力。   - 我早在那里部署了一支兵力。   - 他全面部署了各部门今后的工作。   - 完成这个任务需要精心部署，狠抓落实。 - 例文ピンイン:   - gōngsī zhèngzài bùshǔ lìliàng, jiāqiáng jìshù chuàngxīn nénglì.   - wǒ zǎo zài nàlǐ bùshǔ le yì zhī bīnglì.  
343	创新	0751-1000.md	1016	解放	example_contains	## 1016. 解放  - ピンイン: jiěfàng - 例文:   - 我们要解放思想，敢于创新。   - 考试完以后，我们就解放了。   - 机器让工人们从繁重的劳动中解放出来了。   - 妇女得到了解放，地位越来越高。 - 例文ピンイン:   - wǒ men yào jiě fàng sī xiǎng， gǎn yú chuàng xīn。   - kǎo shì wán yǐ hòu， wǒ men jiù jiě fàng le。   - jī qì ràng
343	创新	0751-1000.md	1028	紧迫	example_contains	## 1028. 紧迫  - ピンイン: jǐnpò - 例文:   - 这项任务非常紧迫，大家抓紧吧。   - 形势紧迫得很，需要马上做出决定。   - 目前最紧迫的问题是群众饮水困难。   - 时间很紧迫，我们必须一刻不停地马上去做。   - 他谈到了科技创新的重要性和紧迫性。 - 例文ピンイン:   - zhè xiàng rèn wù fēi cháng jǐn pò， dà jiā zhuā jǐn ba。   - xíng shì jǐn pò dé hěn， x
343	创新	1751-2000.md	1488	启蒙	example_contains	## 1488. 启蒙  - ピンイン: qǐ méng - 例文:   - 用什么书给幼儿启蒙，这个问题非常重要。「   - 我的炒股知识可以说是这本书启蒙的。   - 孩子的教育是启蒙工程，就像大楼的地基一样。   - 《三字经》是中国古代的一本启蒙读物。   - 李小龙的武术启蒙老师是他的父亲。   - 通过宣传教育，使社会接受新鲜事物中国近代科学、民主思想启蒙于西方。   - 他巨大的思想启蒙和学术创新意义影响深远。   - 新一代电视发挥着启蒙和导向的作用，也是提升
343	创新	2251-2500.md	2020	舞蹈	example_contains	## 2020. 舞蹈  - ピンイン: wǔdǎo - 例文:   - 这孩子从小练习舞蹈   - 女孩子可以学学舞蹈   - 这套舞蹈动作非常优美   - 我很喜欢看舞蹈节目   - 这种舞蹈形式非常具有创新性   - 他是一位舞蹈老师 - 例文ピンイン:   - zhè hái zi cóng xiǎo liàn xí wǔ dǎo   - nǚ hái zi kě yǐ xué xué wǔ dǎo   - zhè tào wǔ dǎo dòng zuò fēi ch
343	创新	2251-2500.md	2074	相辅相成	example_contains	## 2074. 相辅相成  - ピンイン: xiāngfǔxiāngchéng - 例文:   - 物质文明和精神文明相辅相成，互相促进   - 这两个机构互相监督，相辅相成   - 两地的经济构成了相辅相成的关系   - 科技创新、制度创新、文化创新三者相辅相成，缺一不可   - 政治改革和经济发展的关系可以说是相辅相成的 - 例文ピンイン:   - wù zhì wén míng hé jīng shén wén míng xiāng fǔ xiāng chéng， h
343	创新	2501-2750.md	2305	勇于	example_contains	## 2305. 勇于 - ピンイン: yǒngyú - 例文:   - 他不怕风险，勇于承担责任。   - 他勇于面对自己的错误，并决心勇于涌现踊跃用功改正。   - 我们要学习他勇于创新的精神。   - 这些年轻人非常敢干，勇于挑战困难。   - 他对自己的决定勇于负责。 - 例文ピンイン:   - tā bù pà fēng xiǎn ， yǒng yú chéng dān zé rèn 。   - tā yǒng yú miàn duì zì jǐ de cuò wù
345	创作	0001-0250.md	198	采集	example_contains	## 0198. 采集  - ピンイン: cǎijí - 例文:   - 他采集了很多植物标本。   - 我采集了一些石头的样本回来。   - 他利用网络采集了大量销售信息。   - 在古代，一般妇女负责采集果实，男人负责打猎。   - 他到处去采集民歌，回来后整理、创作。 - 例文ピンイン:   - tā cǎijí le hěn duō zhíwù biāoběn.   - wǒ cǎijí le yìxiē shítou de yàngběn huí lái.   - 
345	创作	0751-1000.md	902	激情	example_contains	## 0902. 激情  - ピンイン: jīqíng - 例文:   - 文学创作是需要激情的。   - 他对艺术有无限的激情，所以才能成为艺术家。   - 他的表演激情四射，感染着每一位观众。   - 他对生活失去了激情，变得什么都无所谓了。   - 那些老人跳舞跳得多有激情啊。   - 他始终保持着对事业的激情。 - 例文ピンイン:   - wén xué chuàng zuò shì xū yào jī qíng de。   - tā duì yì shù yǒu w
345	创作	1751-2000.md	1576	曲子	example_contains	## 1576. 曲子  - ピンイン: qǔ zi - 例文:   - 这首曲子非常好听。   - 他会写歌，也会创作曲子。   - 他给大家弹了一首外国曲子。听了这首欢快的曲子，他的心情好多了。我从来没听过这么好听的曲子。「   - 曲子还没放完，他就开始鼓掌了。 - 例文ピンイン:   - zhè shǒu qǔ zi fēi cháng hǎo tīng。   - tā huì xiě gē，yě huì chuàng zuò qǔ zi。   - tā gěi dà
345	创作	2251-2500.md	1865	题材	example_contains	## 1865. 题材  - ピンイン: tícái - 例文:   - 他喜欢看农村题材的电影   - 作家们经常到各地集题材   - 他以大学生活为题材写了一部小说   - 他看过很多爱情题材的电影   - 这些都是很好的题材，可以帮助你创作 - 例文ピンイン:   - tā xǐ huān kàn nóng cūn tí cái de diàn yǐng   - zuò jiā men jīng cháng dào gè dì jí tí cái   - tā yǐ d
345	创作	2251-2500.md	1995	文艺	example_contains	## 1995. 文艺  - ピンイン: wényì - 例文:   - 我弟弟非常喜欢文艺创作，经常写小说   - 近几年文艺活动非常繁荣，各种艺术形式层出不穷   - 这幅画是意大利文艺复兴时期的作品   - 作为一名文艺工作者，观众的肯定就是他最大的幸福   - 最近又有一些文艺团体成立了 - 例文ピンイン:   - wǒ dì di fēi cháng xǐ huān wén yì chuàng zuò， jīng cháng xiě xiǎo shuō   - jì
345	创作	2251-2500.md	2334	投掷	example_contains	## 2334. 投掷  - ピンイン: tóuzhì - 例文:   - 他们在比赛投掷石块   - 我军不停地向敌人投掷炸弹   - 他把球投掷出去了   - 他将那根木棍投掷到了很远的地方   - 田径比赛中有投掷项目   - 作家刚才的发言透露了他这部书的创作意图   - 他不让我们向外透露准备结婚的事情   - 公司说所有部门都是盈利的，但没有透露细节   - 董事长透露说，该公司每年用于科研的经费在20%以上   - 在记者的反复追问下，他勉强透露了一些调查情况 
345	创作	2501-2750.md	2342	元素	example_contains	## 2342. 元素 - ピンイン: yuánsù - 例文:   - 人的血液中有很多种元素。   - 人们又发现一种新的化学元素。   - 现在流行音乐创作提倡运用传统文化元素。广告一般由人物、语言、音乐等几个元素构成。   - 故宫、长城、园林、京剧、旗袍等都是世界闻名的中国元素。   - 元宵节圆林原告原理 - 例文ピンイン:   - rén de xuè yè zhōng yǒu hěn duō zhǒng yuán sù 。   - rén men yòu fā
345	创作	2501-2750.md	2351	源泉	example_contains	## 2351. 源泉 - ピンイン: yuánquán - 例文:   - 我们到达了这条河的源泉。   - 他们发现了水流的源泉。   - 生活是他创作取之不尽的源泉。   - 群众的积极性和创造性是建设和谐社会的力量源泉。劳动创造是他幸福的唯一源泉。   - 足球和舞踏是他们快乐的源泉。 - 例文ピンイン:   - wǒ men dào dá le zhè tiáo hé de yuán quán 。   - tā men fā xiàn le shuǐ liú de 
345	创作	3001-3250.md	2342	元素	example_contains	## 2342. 元素  - ピンイン: yuán sù - 例文:   - 人的血液中有很多种元素。1人们又发现一种新的化学元素。   - 现在流行音乐创作提倡运用传统文化元素。   - 语言、音乐等几个元素构成。」故宫、长城、园林、京剧、旗袍等   - 都是世界闻名的中国元素。 - 例文ピンイン:   - rén de xuè yè zhōng yǒu hěn duō zhǒng yuán sù。1rén men yòu fā xiàn yī zhǒng xīn de h
345	创作	3001-3250.md	2351	源泉	example_contains	## 2351. 源泉  - ピンイン: yuán quán - 例文:   - 我们到达了这条河的源泉。   - 他们发现了水流的源泉。   - 是他创作取之不尽的源泉。1群众的积极性和创造性是建设和谐社   - 会的力量源泉。   - ?劳动创造是他幸福的唯一源泉。   - 是他们快乐的源泉。 - 例文ピンイン:   - wǒ men dào dá le zhè tiáo hé de yuán quán。   - tā men fā xiàn le shuǐ liú de
345	创作	3501-3750.md	1916	透露	example_contains	## 1916. 透露  - ピンイン: tòulù - 例文:   - 露出（某秤意思） ⑪作家刚オ的友言透露了他违部名的创作意困。   - 他不辻我ｲi]向 外透露准各姑婚的事情。   - 公司说所有部、都是盈利的，但没有透 露如补。   - 董事技透露况，咳公司毎年用予科研的姪费在20%以 上。   - 在妃者的反夏追河下，他勉彊透露了一些涡查情况。 - 例文ピンイン:   - lùchū（mǒuchèngyìsi） ⑪zuòjiāgāngオdeyǒuyántòulùl
351	纯粹	2251-2500.md	2010	无理取闹	example_contains	## 2010. 无理取闹  - ピンイン: wúlǐqǔnào - 例文:   - 你们不要在这里无理取闹了   - 我怎么是无理取闹啊   - 我这是正当要求   - 你这纯粹是无理取阔，没买到票当然不能上车   - 对这些无理取闹的人，我们只能叫警察了   - 他看起来不是那种无理取闹的人 - 例文ピンイン:   - nǐ men bú yào zài zhè lǐ wú lǐ qǔ nào le   - wǒ zěn me shì wú lǐ qǔ nào a   -
353	词汇	1751-2000.md	1443	贫乏	example_contains	## 1443. 贫乏  - ピンイン: pín fá - 例文:   - 过去我们的物质生活很贫乏。   - 我小时候，家境很贫乏。贫乏的生活让他懂得要更努力。   - 缺少；不丰富   - 那里森林资源贫乏，需要植树造林。   - 如果词汇贫乏，就写不出好文章来。   - 一个人如果不学习，思想就会贫乏。「那时候吃的、用的都太贫乏了。 - 例文ピンイン:   - guò qù wǒ men de wù zhì shēng huó hěn pín fá。   - wǒ xi
353	词汇	2501-2750.md	2235	要素	example_contains	## 2235. 要素 - ピンイン: yàosù - 例文:   - 这种药的构成要素是一种草。   - 语言一般有三个要素：语音、词汇和语法。   - 他成功的要素是永不放弃。   - 水和空气是保障生命最重要的要素。 - 例文ピンイン:   - zhè zhǒng yào de gòu chéng yào sù shì yī zhǒng cǎo 。   - yǔ yán yì bān yǒu sān gè yào sù ： yǔ yīn 、 cí huì hé yǔ f
361	刺	0001-0250.md	216	嘈杂	example_contains	## 0216. 嘈杂  - ピンイン: cáozá - 例文:   - 屋里声音嘈杂，什么也听不清。   - 他就生活在这片嘈杂的闹市区。   - 他随时都会睡着，即使在这种嘈杂的场所。   - 外面嘈杂的声音吵得他无法入睡。   - 街上传来了一阵嘈杂、刺耳的声音。 - 例文ピンイン:   - wū lǐ shēngyīn cáozá, shénme yě tīng bù qīng.   - tā jiù shēnghuó zài zhè piàn cáozá de nà
361	刺	0501-0750.md	550	反射	example_contains	## 0550. 反射  - ピンイン: fǎnshè - 例文:   - 镜子可以反射太阳光。   - 他的声音通过那面墙反射了回来。   - 大楼的玻璃反射光很刺眼。   - 月亮是靠反射太阳光而发亮的。   - 他刚睡着，听见一点响声就形成了条件反射。   - 这种情绪反射出来，就很容易让人发脾气。   - 很多人利用条件反射原理训练动物。 - 例文ピンイン:   - jìngzi kěyǐ fǎnshè tàiyángguāng.   - tā de shēngyīn
361	刺	0501-0750.md	753	光芒	example_contains	## 0753. 光芒  - ピンイン: guāng máng - 例文:   - 〈名＞向四周放射的光銭   - 島云捨不住大ﾄ日的光芒   - 大F日的光芒刺得他吟不升眼   - 夜晩，星星散友出宝石般的光芒   - 迭瓢星放射出昇常明亮的   - 遠紳物履燃焼吋，会友出耀眼的光芒 - 例文ピンイン:   - 〈 míng ＞ xiàng sì zhōu fàng shè de guāng qián   - dǎo yún shě bú zhù dà ﾄ rì de gu
361	刺	0751-1000.md	822	喉咙	example_contains	## 0822. 喉咙  - ピンイン: hóulóng - 例文:   - 我感冒了，喉有点儿发炎。   - 鱼刺卡住了他的喉咙。   - 他喊得喉咙都哑亚了。   - 我喉咙不舒服，不能大声说话。   - 别喊了，这样对喉咙不好。   - 他是歌唱演员，很注意保护自己的喉咙。 - 例文ピンイン:   - wǒ gǎn mào le， hóu yǒu diǎn ér fā yán。   - yú cì kǎ zhù le tā de hóu lóng。   - tā hǎn
361	刺	0751-1000.md	945	尖锐	example_contains	## 0945. 尖锐  - ピンイン: jiānruì - 例文:   - 这根木棍很尖锐。   - 这种花儿有很尖锐的刺。   - 尖锐的笔尖把纸划破了。   - 认识客观事物深刻；（言论等）激烈他说话很尖锐，一点儿也不客气。   - 记者提出了一个尖锐的问题。   - 老师尖锐地指出了文章中的错误。   - 大家提的意见都很尖锐。   - 面对尖锐的批评，他一点儿也没生气。   - （声音）高而刺耳台下传来了孩子们尖锐的叫声。   - 汽车喇叭一响，尖锐刺耳。   - 
361	刺	0751-1000.md	972	剑	example_contains	## 0972. 剑  - ピンイン: jiàn - 例文:   - 这把剑非常锋利。   - 古时候那些侠客喜欢带剑出行。   - 他从小就喜欢刀、剑这类的东西。   - 他练功夫的时候，专门学的是剑。   - 弟弟很喜欢看舞剑表演，觉得非常刺激。 - 例文ピンイン:   - zhè bǎ jiàn fēi cháng fēng lì。   - gǔ shí hòu nà xiē xiá kè xǐ huān dài jiàn chū xíng。   - tā cóng x
